index,time,XMA_CCBV04,XMA_CCBV12,XMA_CCBV20,XMA_CCBV28,XMA_CCBV36,XMA_OBR03,XMA_OBR03,XMA_OBR06,XMA_OBR06,XMA_OBR14,XMA_OBR14,XMA_OBR17,XMA_OBR17,shot_index,plasma_current
30,-0.05810000777244567,-0.1708984375,-0.029296875,-0.01953125,-0.03662109375,-0.3564453125,0.0048828125,0.0048828125,-0.029296875,-0.029296875,-0.01953125,-0.01953125,-0.0244140625,-0.0244140625,0,1.7387616634368896
31,-0.05785000777244567,-0.1708984375,-0.029296875,-0.01708984375,-0.03662109375,-0.3564453125,0.0048828125,0.0048828125,-0.029296875,-0.029296875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,1.7664915323257446
32,-0.05760000777244567,-0.17333984375,-0.03173828125,-0.01953125,-0.0390625,-0.35888671875,0.0048828125,0.0048828125,-0.029296875,-0.029296875,-0.01953125,-0.01953125,-0.0244140625,-0.0244140625,0,0.46814143657684326
33,-0.05735000777244567,-0.17578125,-0.03173828125,-0.01953125,-0.0390625,-0.36376953125,0.0048828125,0.0048828125,-0.029296875,-0.029296875,-0.01953125,-0.01953125,-0.0244140625,-0.0244140625,0,1.2905299663543701
34,-0.05710000777244567,-0.17578125,-0.03173828125,-0.01953125,-0.0390625,-0.3662109375,0.0048828125,0.0048828125,-0.029296875,-0.029296875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.8503308892250061
35,-0.05685000777244567,-0.17822265625,-0.03173828125,-0.01953125,-0.0390625,-0.36865234375,0.0048828125,0.0048828125,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,-0.3437843918800354
36,-0.05660000777244567,-0.1806640625,-0.0341796875,-0.01953125,-0.0390625,-0.3759765625,0.0048828125,0.0048828125,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.8563562035560608
37,-0.05635000777244567,-0.1806640625,-0.03173828125,-0.01953125,-0.0390625,-0.37841796875,0.0048828125,0.0048828125,-0.029296875,-0.029296875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.0010480070486664772
38,-0.05610000777244567,-0.1806640625,-0.03173828125,-0.01708984375,-0.0390625,-0.3759765625,0.0048828125,0.0048828125,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,-0.31084108352661133
39,-0.05585000777244567,-0.18310546875,-0.03173828125,-0.01953125,-0.0390625,-0.380859375,0.0048828125,0.0048828125,-0.029296875,-0.029296875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,1.6598385572433472
40,-0.05560000777244567,-0.185546875,-0.0341796875,-0.01953125,-0.04150390625,-0.3857421875,0.0048828125,0.0048828125,-0.029296875,-0.029296875,-0.01953125,-0.01953125,-0.0244140625,-0.0244140625,0,-0.42900407314300537
41,-0.05535000777244567,-0.18798828125,-0.03173828125,-0.01953125,-0.0390625,-0.38818359375,0.0048828125,0.0048828125,-0.029296875,-0.029296875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.6160749793052673
42,-0.05510000777244567,-0.1904296875,-0.0341796875,-0.01953125,-0.04150390625,-0.390625,0.0048828125,0.0048828125,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,-0.04961087182164192
43,-0.05485000777244567,-0.1904296875,-0.0341796875,-0.01953125,-0.04150390625,-0.39306640625,0.00732421875,0.00732421875,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,1.4544453620910645
44,-0.05460000777244567,-0.19287109375,-0.0341796875,-0.01953125,-0.04150390625,-0.39794921875,0.00732421875,0.00732421875,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.7498244643211365
45,-0.05435000777244567,-0.1953125,-0.0341796875,-0.01953125,-0.04150390625,-0.400390625,0.00732421875,0.00732421875,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,1.3018051385879517
46,-0.05410000777244567,-0.1953125,-0.0341796875,-0.01953125,-0.04150390625,-0.400390625,0.00732421875,0.00732421875,-0.029296875,-0.029296875,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,1.5517586469650269
47,-0.05385000777244567,-0.1953125,-0.0341796875,-0.01953125,-0.04150390625,-0.40283203125,0.00732421875,0.00732421875,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,-0.2549612522125244
48,-0.05360000777244567,-0.1953125,-0.0341796875,-0.01953125,-0.04150390625,-0.40771484375,0.00732421875,0.00732421875,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.8231052160263062
49,-0.05335000777244567,-0.2001953125,-0.03662109375,-0.01953125,-0.0439453125,-0.41259765625,0.00732421875,0.00732421875,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,1.3089510202407837
50,-0.05310000777244567,-0.20263671875,-0.0341796875,-0.02197265625,-0.04150390625,-0.4150390625,0.00732421875,0.00732421875,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.4245038628578186
51,-0.05285000777244567,-0.20263671875,-0.03662109375,-0.01953125,-0.04150390625,-0.4150390625,0.009765625,0.009765625,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.6548010110855103
52,-0.05260000777244567,-0.205078125,-0.03662109375,-0.01953125,-0.0439453125,-0.419921875,0.009765625,0.009765625,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,-0.08926057070493698
53,-0.05235000777244567,-0.205078125,-0.0341796875,-0.02197265625,-0.04150390625,-0.42236328125,0.00732421875,0.00732421875,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,-0.49146637320518494
54,-0.05210000777244567,-0.20751953125,-0.03662109375,-0.02197265625,-0.0439453125,-0.4248046875,0.009765625,0.009765625,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.9408257603645325
55,-0.051850007772445666,-0.20751953125,-0.03662109375,-0.01953125,-0.0439453125,-0.42724609375,0.009765625,0.009765625,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,0.08592139184474945
56,-0.051600007772445666,-0.2099609375,-0.03662109375,-0.02197265625,-0.0439453125,-0.4345703125,0.00732421875,0.00732421875,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,0.29936110973358154
57,-0.051350007772445666,-0.21484375,-0.03662109375,-0.01953125,-0.0439453125,-0.4345703125,0.00732421875,0.00732421875,-0.02685546875,-0.02685546875,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,-0.23212487995624542
58,-0.051100007772445666,-0.21240234375,-0.03662109375,-0.02197265625,-0.0439453125,-0.43701171875,0.009765625,0.009765625,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,0.6194366216659546
59,-0.050850007772445666,-0.21484375,-0.03662109375,-0.02197265625,-0.0439453125,-0.439453125,0.00732421875,0.00732421875,-0.02685546875,-0.02685546875,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.7433803677558899
60,-0.050600007772445665,-0.21484375,-0.0390625,-0.02197265625,-0.04638671875,-0.44189453125,0.009765625,0.009765625,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,0.7123561501502991
61,-0.050350007772445665,-0.21728515625,-0.0390625,-0.02197265625,-0.0439453125,-0.44677734375,0.009765625,0.009765625,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.8235456347465515
62,-0.050100007772445665,-0.2197265625,-0.0390625,-0.02197265625,-0.04638671875,-0.44921875,0.009765625,0.009765625,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,-1.4099267721176147
63,-0.049850007772445665,-0.2197265625,-0.0390625,-0.02197265625,-0.0439453125,-0.45166015625,0.009765625,0.009765625,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,1.2405110597610474
64,-0.049600007772445665,-0.2197265625,-0.03662109375,-0.01953125,-0.04638671875,-0.4541015625,0.009765625,0.009765625,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.02685546875,-0.02685546875,0,0.8112092614173889
65,-0.049350007772445664,-0.22216796875,-0.0390625,-0.02197265625,-0.04638671875,-0.458984375,0.009765625,0.009765625,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.3381129801273346
66,-0.049100007772445664,-0.224609375,-0.0390625,-0.02197265625,-0.04638671875,-0.46142578125,0.009765625,0.009765625,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.9055576920509338
67,-0.048850007772445664,-0.22705078125,-0.0390625,-0.02197265625,-0.04638671875,-0.4638671875,0.01220703125,0.01220703125,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,1.8946653604507446
68,-0.048600007772445664,-0.2294921875,-0.0390625,-0.02197265625,-0.04638671875,-0.46630859375,0.01220703125,0.01220703125,-0.02685546875,-0.02685546875,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.9603966474533081
69,-0.04835000777244566,-0.22705078125,-0.0390625,-0.02197265625,-0.048828125,-0.46875,0.01220703125,0.01220703125,-0.02685546875,-0.02685546875,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,1.180336594581604
70,-0.04810000777244566,-0.23193359375,-0.04150390625,-0.02197265625,-0.048828125,-0.4736328125,0.01220703125,0.01220703125,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.7861146330833435
71,-0.04785000777244566,-0.23193359375,-0.04150390625,-0.02197265625,-0.048828125,-0.47607421875,0.01220703125,0.01220703125,-0.02685546875,-0.02685546875,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,1.2510344982147217
72,-0.04760000777244566,-0.234375,-0.04150390625,-0.02197265625,-0.048828125,-0.478515625,0.009765625,0.009765625,-0.02685546875,-0.02685546875,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,1.9762083292007446
73,-0.04735000777244566,-0.23681640625,-0.04150390625,-0.02197265625,-0.04638671875,-0.48095703125,0.01220703125,0.01220703125,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,1.2835814952850342
74,-0.04710000777244566,-0.23681640625,-0.04150390625,-0.02197265625,-0.04638671875,-0.4833984375,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,0.2505536377429962
75,-0.04685000777244566,-0.2392578125,-0.04150390625,-0.02197265625,-0.048828125,-0.4833984375,0.01220703125,0.01220703125,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.4072912335395813
76,-0.04660000777244566,-0.2392578125,-0.0390625,-0.0244140625,-0.048828125,-0.48828125,0.01220703125,0.01220703125,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,0.6715660691261292
77,-0.04635000777244566,-0.244140625,-0.04150390625,-0.0244140625,-0.048828125,-0.4931640625,0.01220703125,0.01220703125,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,0.6917572021484375
78,-0.04610000777244566,-0.244140625,-0.04150390625,-0.02197265625,-0.048828125,-0.49560546875,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,-0.021973347291350365
79,-0.04585000777244566,-0.244140625,-0.04150390625,-0.02197265625,-0.048828125,-0.498046875,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,1.3111175298690796
80,-0.04560000777244566,-0.24658203125,-0.04150390625,-0.02197265625,-0.048828125,-0.5029296875,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.029296875,-0.029296875,0,0.363122820854187
81,-0.04535000777244566,-0.24658203125,-0.04150390625,-0.02197265625,-0.048828125,-0.5029296875,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,-0.21848224103450775
82,-0.04510000777244566,-0.2490234375,-0.04150390625,-0.02197265625,-0.048828125,-0.50537109375,0.0146484375,0.0146484375,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,-0.404686838388443
83,-0.04485000777244566,-0.25146484375,-0.04150390625,-0.02197265625,-0.05126953125,-0.5078125,0.0146484375,0.0146484375,-0.02685546875,-0.02685546875,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.199029803276062
84,-0.04460000777244566,-0.25390625,-0.04150390625,-0.02197265625,-0.05126953125,-0.51513671875,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,1.4648592472076416
85,-0.04435000777244566,-0.25390625,-0.04150390625,-0.0244140625,-0.05126953125,-0.51513671875,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.4440028667449951
86,-0.04410000777244566,-0.25390625,-0.0439453125,-0.02197265625,-0.05126953125,-0.517578125,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.8900877237319946
87,-0.04385000777244566,-0.25634765625,-0.0439453125,-0.0244140625,-0.05126953125,-0.52001953125,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.5203598737716675
88,-0.04360000777244566,-0.2587890625,-0.0439453125,-0.0244140625,-0.05126953125,-0.52490234375,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.01953125,-0.01953125,-0.03173828125,-0.03173828125,0,0.17223885655403137
89,-0.04335000777244566,-0.2587890625,-0.0439453125,-0.0244140625,-0.05126953125,-0.52734375,0.01708984375,0.01708984375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,-0.3999590575695038
90,-0.04310000777244566,-0.263671875,-0.0439453125,-0.0244140625,-0.05126953125,-0.52978515625,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,-0.8490381240844727
91,-0.04285000777244566,-0.263671875,-0.04638671875,-0.0244140625,-0.0537109375,-0.53466796875,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,0.25162288546562195
92,-0.04260000777244566,-0.263671875,-0.04638671875,-0.0244140625,-0.0537109375,-0.537109375,0.01708984375,0.01708984375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,-0.575739324092865
93,-0.04235000777244566,-0.2685546875,-0.0439453125,-0.0244140625,-0.0537109375,-0.53955078125,0.01708984375,0.01708984375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.029296875,-0.029296875,0,0.007651266176253557
94,-0.04210000777244566,-0.2685546875,-0.0439453125,-0.0244140625,-0.05126953125,-0.5419921875,0.0146484375,0.0146484375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,1.3819012641906738
95,-0.04185000777244566,-0.2685546875,-0.0439453125,-0.0244140625,-0.0537109375,-0.54443359375,0.01708984375,0.01708984375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,-0.2187311202287674
96,-0.04160000777244566,-0.2685546875,-0.04638671875,-0.0244140625,-0.0537109375,-0.546875,0.01708984375,0.01708984375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,0.2875608205795288
97,-0.04135000777244566,-0.27099609375,-0.04638671875,-0.02197265625,-0.0537109375,-0.5517578125,0.01708984375,0.01708984375,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,1.2739065885543823
98,-0.04110000777244566,-0.2734375,-0.04638671875,-0.02197265625,-0.0537109375,-0.556640625,0.01708984375,0.01708984375,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,0.5521263480186462
99,-0.04085000777244566,-0.27587890625,-0.04638671875,-0.0244140625,-0.0537109375,-0.556640625,0.01708984375,0.01708984375,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,2.063584089279175
100,-0.040600007772445657,-0.27587890625,-0.04638671875,-0.0244140625,-0.05615234375,-0.55908203125,0.01708984375,0.01708984375,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.0341796875,-0.0341796875,0,-0.6968014240264893
101,-0.040350007772445656,-0.2783203125,-0.04638671875,-0.0244140625,-0.0537109375,-0.5615234375,0.01953125,0.01953125,-0.0244140625,-0.0244140625,-0.0244140625,-0.0244140625,-0.0341796875,-0.0341796875,0,0.6073401570320129
102,-0.040100007772445656,-0.2783203125,-0.04638671875,-0.0244140625,-0.05615234375,-0.56396484375,0.01953125,0.01953125,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,-0.004243729170411825
103,-0.039850007772445656,-0.28076171875,-0.048828125,-0.0244140625,-0.0537109375,-0.56640625,0.01953125,0.01953125,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,0.4048874080181122
104,-0.039600007772445656,-0.28076171875,-0.048828125,-0.0244140625,-0.05615234375,-0.56640625,0.01708984375,0.01708984375,-0.02197265625,-0.02197265625,-0.0244140625,-0.0244140625,-0.03173828125,-0.03173828125,0,0.11114452034235
105,-0.039350007772445655,-0.283203125,-0.04638671875,-0.02685546875,-0.05615234375,-0.57373046875,0.01953125,0.01953125,-0.0244140625,-0.0244140625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,-0.16518713533878326
106,-0.039100007772445655,-0.283203125,-0.048828125,-0.02685546875,-0.05615234375,-0.576171875,0.01953125,0.01953125,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.0341796875,-0.0341796875,0,-0.41595253348350525
107,-0.038850007772445655,-0.28564453125,-0.048828125,-0.0244140625,-0.0537109375,-0.576171875,0.01953125,0.01953125,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,0.30051925778388977
108,-0.038600007772445655,-0.2880859375,-0.04638671875,-0.0244140625,-0.05615234375,-0.5810546875,0.01953125,0.01953125,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,0.00025917726452462375
109,-0.038350007772445655,-0.29052734375,-0.048828125,-0.0244140625,-0.05615234375,-0.58349609375,0.01953125,0.01953125,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.0341796875,-0.0341796875,0,0.9056487083435059
110,-0.038100007772445654,-0.2880859375,-0.048828125,-0.02685546875,-0.05615234375,-0.5859375,0.01953125,0.01953125,-0.02197265625,-0.02197265625,-0.0244140625,-0.0244140625,-0.0341796875,-0.0341796875,0,0.7132783532142639
111,-0.037850007772445654,-0.29296875,-0.048828125,-0.0244140625,-0.05615234375,-0.58837890625,0.01953125,0.01953125,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.0341796875,-0.0341796875,0,0.6945198774337769
112,-0.037600007772445654,-0.29541015625,-0.048828125,-0.02685546875,-0.05615234375,-0.59326171875,0.01953125,0.01953125,-0.02197265625,-0.02197265625,-0.02197265625,-0.02197265625,-0.03173828125,-0.03173828125,0,0.8326910138130188
